2.898843137860508956e-01,4.837313638706870755e-02,2.004508497187473814e+00
2.609968989943086681e-01,1.351054936650845639e-01,2.004508497187473814e+00
2.068567989106712413e-01,2.087657549684854008e-01,2.004508497187473814e+00
1.327023244666168944e-01,2.622269413776706082e-01,2.004508497187473814e+00
4.570827204224518769e-02,2.903164300725049607e-01,2.004508497187473814e+00
-4.570827204224514606e-02,2.903164300725049607e-01,2.004508497187473814e+00
-1.327023244666168111e-01,2.622269413776706637e-01,2.004508497187473814e+00
-2.068567989106712135e-01,2.087657549684854286e-01,2.004508497187473814e+00
-2.609968989943086681e-01,1.351054936650846472e-01,2.004508497187473814e+00
-2.898843137860508956e-01,4.837313638706874919e-02,2.004508497187473814e+00
-3.564684419887895750e-01,5.948406223434422879e-02,1.945531324493432468e+00
-3.209458170857522052e-01,1.661381542240471521e-01,1.945531324493432468e+00
-2.543701653235972415e-01,2.567175934505856461e-01,1.945531324493432468e+00
-1.631829961169219689e-01,3.224583904507975496e-01,1.945531324493432468e+00
-5.620709968088971609e-02,3.569998119597220243e-01,1.945531324493432468e+00
5.620709968088977160e-02,3.569998119597220243e-01,1.945531324493432468e+00
1.631829961169220522e-01,3.224583904507974941e-01,1.945531324493432468e+00
2.543701653235972970e-01,2.567175934505855905e-01,1.945531324493432468e+00
3.209458170857522608e-01,1.661381542240470688e-01,1.945531324493432468e+00
3.564684419887895750e-01,5.948406223434418022e-02,1.945531324493432468e+00
4.115953811627974801e-01,6.868312137775839377e-02,1.875448490726051354e+00
3.705792725409617905e-01,1.918309978073200472e-01,1.875448490726051354e+00
2.937078653265537409e-01,2.964183172512444564e-01,1.875448490726051354e+00
1.884188320046128740e-01,3.723257615351883154e-01,1.875448490726051354e+00
6.489938488843488562e-02,4.122089261501298840e-01,1.875448490726051354e+00
-6.489938488843483011e-02,4.122089261501298840e-01,1.875448490726051354e+00
-1.884188320046127629e-01,3.723257615351883709e-01,1.875448490726051354e+00
-2.937078653265536854e-01,2.964183172512445119e-01,1.875448490726051354e+00
-3.705792725409617350e-01,1.918309978073201305e-01,1.875448490726051354e+00
-4.115953811627974801e-01,6.868312137775844928e-02,1.875448490726051354e+00
-4.534933061244253993e-01,7.567464848743099548e-02,1.796512515826961920e+00
-4.083020052630636498e-01,2.113582352819950994e-01,1.796512515826961920e+00
-3.236055528742781129e-01,3.265919124416445385e-01,1.796512515826961920e+00
-2.075987316001439431e-01,4.102262762931812023e-01,1.796512515826961920e+00
-7.150575046627388742e-02,4.541693062874383457e-01,1.796512515826961920e+00
7.150575046627394293e-02,4.541693062874383457e-01,1.796512515826961920e+00
2.075987316001440819e-01,4.102262762931810913e-01,1.796512515826961920e+00
3.236055528742781684e-01,3.265919124416444830e-01,1.796512515826961920e+00
4.083020052630637053e-01,2.113582352819950161e-01,1.796512515826961920e+00
4.534933061244253993e-01,7.567464848743093997e-02,1.796512515826961920e+00
4.808155830916791551e-01,8.023393012940928382e-02,1.711260466978157258e+00
4.329015755840018853e-01,2.240922451685714301e-01,1.711260466978157258e+00
3.431022916890875685e-01,3.462685748454494838e-01,1.711260466978157258e+00
2.201062371492413516e-01,4.349417809958067149e-01,1.711260466978157258e+00
7.581386238899952279e-02,4.815323112289187080e-01,1.711260466978157258e+00
-7.581386238899945340e-02,4.815323112289187080e-01,1.711260466978157258e+00
-2.201062371492412129e-01,4.349417809958068259e-01,1.711260466978157258e+00
-3.431022916890875130e-01,3.462685748454495394e-01,1.711260466978157258e+00
-4.329015755840018298e-01,2.240922451685715411e-01,1.711260466978157258e+00
-4.808155830916791551e-01,8.023393012940935320e-02,1.711260466978157258e+00
